ISO3,ADM0_NAME,ADM0_PCODE,ADM1_NAME,ADM1_PCODE,ADM2_NAME,ADM2_PCODE,UNIQUE,NESTING,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
NGA,NIGERIA,,FEDERAL CAPITAL TERRITORY,NG015,BWARI,NG015003,1,True,430569,450374,880943,72312,56958,56108,43224,42073,45752,36036,27221,16202,10866,6656,5670,3488,3137,2352,1419,1095,72287,53233,42984,34763,39225,48133,43947,40944,27341,21150,9786,7830,3073,2728,1275,866,809,144599,110191,99092,77987,81298,93885,79983,68165,43543,32016,16442,13500,6561,5865,3627,2285,1904
NGA,NIGERIA,,FEDERAL CAPITAL TERRITORY,NG015,GWAGWALADA,NG015004,1,True,207510,218088,425598,36646,30542,25154,20786,22552,18715,14795,11781,8258,5712,3327,3073,1983,1749,1183,675,579,35797,29100,24879,20344,21468,20724,16034,15664,10625,8579,4943,4093,2106,1909,800,604,419,72443,59642,50033,41130,44020,39439,30829,27445,18883,14291,8270,7166,4089,3658,1983,1279,998
NGA,NIGERIA,,FEDERAL CAPITAL TERRITORY,NG015,KUJE,NG015005,1,True,90873,94750,185623,16024,13488,11791,10063,7394,6870,6006,4856,3578,2724,1921,1791,1219,1298,777,635,438,15475,13144,12185,10794,7447,7663,6737,6205,4244,3352,2179,1767,984,1072,638,534,330,31499,26632,23976,20857,14841,14533,12743,11061,7822,6076,4100,3558,2203,2370,1415,1169,768
NGA,NIGERIA,,FEDERAL CAPITAL TERRITORY,NG015,KWALI,NG015006,1,True,114050,117226,231276,19788,17723,14740,11382,9744,9123,7863,6306,4745,3346,2629,2043,1370,1216,938,596,498,20016,17457,15206,13474,8408,8190,7218,7378,5372,4249,3067,2368,1698,1349,808,562,406,39804,35180,29946,24856,18152,17313,15081,13684,10117,7595,5696,4411,3068,2565,1746,1158,904
NGA,NIGERIA,,GOMBE,NG016,AKKO,NG016001,1,True,198641,222632,421273,38757,31000,25023,21038,17207,14229,11737,9200,7818,5624,4828,3563,2955,2044,1938,992,688,42142,35258,30083,25965,17995,14215,12836,10865,8790,6524,5145,4054,3087,2256,1659,1251,507,80899,66258,55106,47003,35202,28444,24573,20065,16608,12148,9973,7617,6042,4300,3597,2243,1195
NGA,NIGERIA,,GOMBE,NG016,BALANGA,NG016002,1,True,146693,155192,301885,28622,22181,17848,15512,12602,10776,8777,6873,5969,4322,3772,2662,2377,1570,1455,852,523,31127,25081,19731,16521,12525,10290,9016,7631,6226,4785,3747,2655,2019,1283,1203,819,533,59749,47262,37579,32033,25127,21066,17793,14504,12195,9107,7519,5317,4396,2853,2658,1671,1056
NGA,NIGERIA,,GOMBE,NG016,BILLIRI,NG016003,1,True,202218,210786,413004,39302,29719,25130,21683,17229,14892,12136,9735,8048,6023,4635,4296,3408,2581,1681,1071,649,41465,31843,27428,23889,16599,13979,12543,10691,8661,6706,5019,3818,2830,1947,1462,1284,622,80767,61562,52558,45572,33828,28871,24679,20426,16709,12729,9654,8114,6238,4528,3143,2355,1271
NGA,NIGERIA,,GOMBE,NG016,DUKKU,NG016004,1,True,115059,124669,239728,22754,17304,14052,12562,9946,8325,6856,5485,4613,3333,3053,1788,1849,1136,1032,581,390,24221,19891,17311,13418,9638,8172,7310,6039,5030,3674,3144,1927,1844,1196,1006,521,327,46975,37195,31363,25980,19584,16497,14166,11524,9643,7007,6197,3715,3693,2332,2038,1102,717
NGA,NIGERIA,,GOMBE,NG016,FUNAKAYE,NG016005,1,True,176642,223390,400032,34694,26642,22426,19971,14747,12611,10378,8437,7001,4917,4553,2693,2718,1768,1573,890,623,38175,34985,36051,29780,19264,14121,12048,9653,8046,5895,4588,3307,2581,2013,1490,878,515,72869,61627,58477,49751,34011,26732,22426,18090,15047,10812,9141,6000,5299,3781,3063,1768,1138
NGA,NIGERIA,,GOMBE,NG016,GOMBE,NG016006,1,True,165664,205686,371350,32015,24862,21056,17622,14917,12506,9785,8003,6543,4660,3688,3174,2170,1660,1580,777,646,34092,28330,29441,25161,20420,16073,12673,10349,7974,6244,4151,4000,2284,2012,1219,850,413,66107,53192,50497,42783,35337,28579,22458,18352,14517,10904,7839,7174,4454,3672,2799,1627,1059
NGA,NIGERIA,,GOMBE,NG016,KALTUNGO,NG016007,1,True,123882,124517,248399,23081,17888,14977,15360,11054,8998,7342,5875,4814,3560,2959,2357,1944,1539,993,721,420,24530,19141,15570,12963,9696,8448,7600,6586,5326,4089,3141,2286,1766,1449,995,556,375,47611,37029,30547,28323,20750,17446,14942,12461,10140,7649,6100,4643,3710,2988,1988,1277,795
NGA,NIGERIA,,GOMBE,NG016,KWAMI,NG016008,1,True,130631,139341,269972,25724,20057,16039,13865,11255,9427,7842,6204,5312,3628,3360,2236,2082,1269,1200,663,468,27809,22271,18816,14955,10675,9021,8052,6803,5584,4131,3425,2265,2044,1278,1160,666,386,53533,42328,34855,28820,21930,18448,15894,13007,10896,7759,6785,4501,4126,2547,2360,1329,854
NGA,NIGERIA,,GOMBE,NG016,NAFADA,NG016009,1,True,102299,133645,235944,20179,15448,12701,11112,8629,7458,6225,4962,4228,3046,2584,1571,1545,829,968,408,406,21658,20985,20348,19421,12846,8578,7062,5651,4685,3460,2900,1728,1526,886,960,545,406,41837,36433,33049,30533,21475,16036,13287,10613,8913,6506,5484,3299,3071,1715,1928,953,812
NGA,NIGERIA,,GOMBE,NG016,Shomgom,NG016010,1,True,115204,118571,233775,22620,17185,13962,12038,9708,8490,6930,5502,4608,3556,2818,2181,1950,1748,1072,524,312,23462,17960,15094,12873,9289,7851,7048,6147,5056,3874,3008,2192,1596,1057,939,747,378,46082,35145,29056,24911,18997,16341,13978,11649,9664,7430,5826,4373,3546,2805,2011,1271,690
NGA,NIGERIA,,GOMBE,NG016,YAMALTU/DEBA,NG016011,1,True,122627,134456,257083,23848,18719,14846,13485,10999,8996,7224,5554,4894,3314,3215,2005,1979,1204,1249,609,487,25830,21536,18290,14713,10445,8946,8004,6659,5304,3875,3371,2121,1784,1295,1193,645,445,49678,40255,33136,28198,21444,17942,15228,12213,10198,7189,6586,4126,3763,2499,2442,1254,932
NGA,NIGERIA,,IMO,NG017,Aboh-Mbaise,NG017001,1,True,142425,144108,286533,15748,16330,17708,16377,12432,10414,9477,9202,7472,6909,5031,5060,3309,3053,1925,1280,698,16731,17439,18540,17709,14319,10548,8578,7619,7228,6576,5256,4275,3024,2602,1739,1320,605,32479,33769,36248,34086,26751,20962,18055,16821,14700,13485,10287,9335,6333,5655,3664,2600,1303
NGA,NIGERIA,,IMO,NG017,Ahiazu-Mbaise,NG017002,1,True,131466,132855,264321,14909,14748,15868,15127,11572,9826,8573,8514,6817,6548,4658,4618,2998,3286,1733,1097,574,15774,15840,16953,16430,12906,9636,7885,7260,6797,6043,4769,3913,2705,2660,1650,1099,535,30683,30588,32821,31557,24478,19462,16458,15774,13614,12591,9427,8531,5703,5946,3383,2196,1109
NGA,NIGERIA,,IMO,NG017,Ehime-Mbano,NG017003,1,True,77045,75967,153012,8665,9058,10088,9555,6634,5433,4873,4795,3852,3602,2596,2485,1918,1726,936,621,208,9100,9575,10201,9613,7327,5343,4368,3998,3733,3320,2728,2006,1531,1339,992,545,248,17765,18633,20289,19168,13961,10776,9241,8793,7585,6922,5324,4491,3449,3065,1928,1166,456
NGA,NIGERIA,,IMO,NG017,EZINIHITTE,NG017004,1,True,134278,134043,268321,14360,15046,16854,16232,11775,9842,8814,8607,6820,6613,4666,4910,2988,2995,1876,1212,668,15004,15690,17220,16834,13581,9936,7958,7136,6764,6079,4665,4281,2520,2843,1617,1320,595,29364,30736,34074,33066,25356,19778,16772,15743,13584,12692,9331,9191,5508,5838,3493,2532,1263
NGA,NIGERIA,,IMO,NG017,IDEATO NORTH,NG017005,1,True,89287,90104,179391,10106,10717,11343,10660,7651,6447,5790,5744,4622,4263,2940,2988,1718,1923,1119,774,482,10619,11382,12137,11433,8704,6553,5256,4716,4359,3952,3129,2518,1850,1483,969,706,338,20725,22099,23480,22093,16355,13000,11046,10460,8981,8215,6069,5506,3568,3406,2088,1480,820
NGA,NIGERIA,,IMO,NG017,IDEATO SOUTH,NG017006,1,True,138727,141384,280111,16740,17044,17379,15248,11565,9950,8802,8867,7230,6650,4820,4420,3679,3633,1411,916,373,17627,18386,18946,17418,13338,10015,8066,7488,6922,6091,4929,3624,3298,2378,1482,913,463,34367,35430,36325,32666,24903,19965,16868,16355,14152,12741,9749,8044,6977,6011,2893,1829,836
NGA,NIGERIA,,IMO,NG017,IHITTE/UBOMA,NG017007,1,True,89163,90871,180034,10119,10520,11254,10778,7757,6471,5825,5782,4757,4357,3041,2880,1806,1669,1179,697,271,10664,11308,12017,11537,9098,6505,5231,4781,4463,3981,2978,2898,1747,1650,906,753,354,20783,21828,23271,22315,16855,12976,11056,10563,9220,8338,6019,5778,3553,3319,2085,1450,625
NGA,NIGERIA,,IMO,NG017,IKEDURU,NG017008,1,True,90869,89496,180365,9423,9453,10807,10516,7836,6634,5730,5520,4704,4520,3646,3491,2750,2613,1700,1042,484,9902,10071,10915,10997,8908,6652,5252,4772,4599,4192,3364,2904,2089,2063,1354,1013,449,19325,19524,21722,21513,16744,13286,10982,10292,9303,8712,7010,6395,4839,4676,3054,2055,933
NGA,NIGERIA,,IMO,NG017,ISIALA MBANO,NG017009,1,True,158534,162824,321358,18131,18998,20103,18165,13368,11502,10279,10321,8315,7641,5324,5490,3362,3900,1855,1119,661,19074,20365,21891,21455,15860,11502,9365,8553,8048,7062,5562,4619,3642,2572,1694,965,595,37205,39363,41994,39620,29228,23004,19644,18874,16363,14703,10886,10109,7004,6472,3549,2084,1256
NGA,NIGERIA,,IMO,NG017,ISU,NG017010,1,True,149599,156931,306530,18322,18625,19613,17157,12361,11349,10321,10159,7711,6898,4708,4147,3131,2483,1255,932,427,19977,20916,21266,19351,13874,10239,9030,8622,8142,7162,5596,4315,3449,2213,1377,877,525,38299,39541,40879,36508,26235,21588,19351,18781,15853,14060,10304,8462,6580,4696,2632,1809,952
NGA,NIGERIA,,IMO,NG017,MBAITOLI,NG017011,1,True,165940,164909,330849,18691,18978,20699,19055,14542,11907,10745,10548,8686,7951,6139,5457,4109,3725,2313,1584,811,19575,19983,20983,20284,16387,11954,9437,8775,8384,7481,5839,4985,3546,3261,1948,1422,665,38266,38961,41682,39339,30929,23861,20182,19323,17070,15432,11978,10442,7655,6986,4261,3006,1476
NGA,NIGERIA,,IMO,NG017,NGOR-OKPALA,NG017012,1,True,80893,79244,160137,8808,8709,9834,9561,6800,5561,5042,4867,4306,4041,3277,2983,2295,2069,1456,821,463,8996,9304,10226,10256,7915,5575,4410,3971,3846,3479,2945,2511,1754,1659,1150,849,398,17804,18013,20060,19817,14715,11136,9452,8838,8152,7520,6222,5494,4049,3728,2606,1670,861
NGA,NIGERIA,,IMO,NG017,NJABA,NG017013,1,True,133402,134255,267657,14727,15696,17885,16576,11207,9428,8568,8452,6833,6271,4349,4465,2751,2798,1565,1332,499,15337,16802,18480,17752,12939,9336,7535,7009,6706,5918,4633,3901,2782,2185,1428,978,534,30064,32498,36365,34328,24146,18764,16103,15461,13539,12189,8982,8366,5533,4983,2993,2310,1033
NGA,NIGERIA,,IMO,NG017,NKWERRE,NG017014,1,True,56904,58505,115409,5961,6134,6997,7161,5147,4225,3771,3642,3005,2723,2107,1883,1207,1370,646,603,322,6412,6478,7355,7972,6001,4315,3671,3092,2884,2560,2101,1671,1319,1239,685,500,250,12373,12612,14352,15133,11148,8540,7442,6734,5889,5283,4208,3554,2526,2609,1331,1103,572
NGA,NIGERIA,,IMO,NG017,NWANGELE,NG017015,1,True,90470,93120,183590,10387,11053,11341,10209,7891,6596,5928,6049,4749,4304,3012,3121,1901,1943,896,625,465,11408,11917,12224,11399,9150,6713,5263,4805,4599,4209,3034,3027,2001,1322,992,673,384,21795,22970,23565,21608,17041,13309,11191,10854,9348,8513,6046,6148,3902,3265,1888,1298,849
NGA,NIGERIA,,IMO,NG017,OBOWO,NG017016,1,True,94718,92157,186875,10892,11327,11696,11526,8440,6910,6075,5926,4868,4543,3199,3201,1680,2054,1177,869,335,11399,12112,12248,11557,8609,5941,5640,4625,4420,4228,2895,2868,1809,1476,1003,936,391,22291,23439,23944,23083,17049,12851,11715,10551,9288,8771,6094,6069,3489,3530,2180,1805,726
NGA,NIGERIA,,IMO,NG017,OGUTA,NG017017,1,True,99423,102537,201960,11244,11571,12267,11293,9050,7152,6494,6427,5255,4832,3513,3399,2276,2089,1210,868,483,11913,12343,13169,12686,10816,7756,6087,5356,5027,4332,3566,3040,2017,2006,1160,841,422,23157,23914,25436,23979,19866,14908,12581,11783,10282,9164,7079,6439,4293,4095,2370,1709,905
NGA,NIGERIA,,IMO,NG017,OHAJI/EGBEMA,NG017018,1,True,121309,123418,244727,14306,14419,15505,14117,10602,8719,7783,7702,6366,5641,4325,3806,2682,2194,1506,1018,618,15352,15323,16364,15662,11958,8772,7296,6466,6195,5365,4286,3187,2455,2002,1347,859,529,29658,29742,31869,29779,22560,17491,15079,14168,12561,11006,8611,6993,5137,4196,2853,1877,1147
NGA,NIGERIA,,IMO,NG017,OKIGWE,NG017019,1,True,98626,102039,200665,10626,10971,12815,12335,9340,7291,6508,6310,5126,4718,3314,3003,1840,1979,1110,948,392,11143,11661,13463,13494,11094,7902,5887,5222,5015,4558,3563,3086,1996,1722,1163,664,406,21769,22632,26278,25829,20434,15193,12395,11532,10141,9276,6877,6089,3836,3701,2273,1612,798
NGA,NIGERIA,,IMO,NG017,Unuimo,NG017027,1,True,73877,76384,150261,8062,8815,9453,8761,6327,5394,4738,4605,3822,3624,2510,2769,1337,1879,989,436,356,8527,9469,10196,9854,7659,5584,4406,4000,3691,3371,2548,2396,1527,1525,907,406,318,16589,18284,19649,18615,13986,10978,9144,8605,7513,6995,5058,5165,2864,3404,1896,842,674
NGA,NIGERIA,,IMO,NG017,ORLU,NG017020,1,True,78163,73362,151525,8161,8138,11490,10486,6617,5338,4736,4570,3707,3685,2553,2830,1822,1809,1023,815,383,8515,8570,9607,9558,7108,5161,4219,3866,3510,3326,2473,2446,1588,1531,874,711,299,16676,16708,21097,20044,13725,10499,8955,8436,7217,7011,5026,5276,3410,3340,1897,1526,682
NGA,NIGERIA,,IMO,NG017,ORSU,NG017021,1,True,71923,72047,143970,7986,8434,9113,8542,6268,5324,4584,4638,3713,3451,2310,2577,1669,1586,788,618,322,8492,8934,9414,8987,6950,5304,4263,3839,3601,3176,2550,2102,1456,1230,865,597,287,16478,17368,18527,17529,13218,10628,8847,8477,7314,6627,4860,4679,3125,2816,1653,1215,609
NGA,NIGERIA,,IMO,NG017,ORU EAST,NG017022,1,True,74015,73480,147495,7494,8201,9789,8927,6415,5187,4593,4480,3827,3642,2630,2736,1889,2020,1069,779,337,7864,8758,9986,9594,7154,5236,4182,3820,3565,3246,2488,2366,1539,1603,999,731,349,15358,16959,19775,18521,13569,10423,8775,8300,7392,6888,5118,5102,3428,3623,2068,1510,686
NGA,NIGERIA,,IMO,NG017,ORU WEST,NG017023,1,True,75019,77706,152725,8579,10241,10272,8372,6169,5218,4663,4633,3787,3540,2591,2195,1508,1391,938,657,265,8955,10424,11371,10375,7429,5299,4212,3871,3650,3225,2461,2226,1379,1287,756,489,297,17534,20665,21643,18747,13598,10517,8875,8504,7437,6765,5052,4421,2887,2678,1694,1146,562
NGA,NIGERIA,,IMO,NG017,Owerri-Municipal,NG017026,1,True,77496,74651,152147,7223,6701,10466,10690,10429,7085,5176,4757,3699,3368,2364,2231,1088,1073,583,375,188,7601,6404,7679,7914,9451,7573,5713,5013,4320,4175,2841,2571,1273,1169,525,322,107,14824,13105,18145,18604,19880,14658,10889,9770,8019,7543,5205,4802,2361,2242,1108,697,295
NGA,NIGERIA,,IMO,NG017,OWERRI NORTH,NG017024,1,True,108568,105476,214044,11511,10537,13511,12928,11317,8296,6671,6404,5291,5184,3901,3997,2626,2626,1809,1288,671,12049,10510,12884,12551,11922,8456,6544,5619,5405,5241,3808,3724,2007,2162,1213,1002,379,23560,21047,26395,25479,23239,16752,13215,12023,10696,10425,7709,7721,4633,4788,3022,2290,1050
NGA,NIGERIA,,IMO,NG017,OWERRI WEST,NG017025,1,True,63242,60273,123515,8061,4950,6154,6871,7321,4354,4367,3195,3517,2773,2306,2065,2454,1883,1042,1436,493,7092,5377,6133,6486,8990,5683,3789,2929,2505,2605,2187,2088,1670,1099,675,632,333,15153,10327,12287,13357,16311,10037,8156,6124,6022,5378,4493,4153,4124,2982,1717,2068,826
NGA,NIGERIA,,JIGAWA,NG018,AUYO,NG018001,1,True,90634,94903,185537,17828,14382,10670,9294,8051,6766,5921,4300,3857,2358,2521,1054,1387,677,930,297,341,19744,15462,11623,9498,6718,5952,5933,5028,4340,2723,2778,1242,1404,716,1032,335,375,37572,29844,22293,18792,14769,12718,11854,9328,8197,5081,5299,2296,2791,1393,1962,632,716
NGA,NIGERIA,,JIGAWA,NG018,BABURA,NG018002,1,True,141035,140911,281946,26912,21988,16455,14374,12336,10170,9204,6632,6486,3872,4253,2023,2568,1095,1548,488,631,28763,22972,16842,13799,9746,8726,8975,6911,6781,4183,4494,1903,2728,1117,1762,528,681,55675,44960,33297,28173,22082,18896,18179,13543,13267,8055,8747,3926,5296,2212,3310,1016,1312
NGA,NIGERIA,,JIGAWA,NG018,Birni Kudu,NG018004,1,True,194690,187798,382488,36936,31985,21658,19579,18118,13887,13097,8415,8953,4234,5563,2783,3689,1547,2497,810,939,39151,30642,20705,16171,11726,11877,13066,9647,9819,5250,6394,3137,4131,1734,2579,867,902,76087,62627,42363,35750,29844,25764,26163,18062,18772,9484,11957,5920,7820,3281,5076,1677,1841
NGA,NIGERIA,,JIGAWA,NG018,Biriniwa,NG018003,1,True,68461,74590,143051,13269,10506,7681,7436,6387,5199,4596,3097,2963,1588,1763,1019,1113,614,677,263,290,15615,12457,8704,7059,5133,4365,5065,3801,3618,2161,2300,991,1375,578,764,271,333,28884,22963,16385,14495,11520,9564,9661,6898,6581,3749,4063,2010,2488,1192,1441,534,623
NGA,NIGERIA,,JIGAWA,NG018,BUJI,NG018005,1,True,58723,59741,118464,11467,9486,7067,5788,5064,4209,3899,2718,2551,1491,1594,800,1103,451,618,183,234,12574,10032,7539,5728,3678,3128,3762,3081,2815,1779,1851,959,1135,435,739,244,262,24041,19518,14606,11516,8742,7337,7661,5799,5366,3270,3445,1759,2238,886,1357,427,496
NGA,NIGERIA,,JIGAWA,NG018,DUTSE,NG018006,1,True,197482,199305,396787,37246,32414,22853,19452,17562,14513,13587,9016,9206,4576,5514,2702,3500,1446,2227,774,894,39462,32580,23798,19033,12944,12462,13010,10413,10009,5853,6757,3216,3976,1666,2495,800,831,76708,64994,46651,38485,30506,26975,26597,19429,19215,10429,12271,5918,7476,3112,4722,1574,1725
NGA,NIGERIA,,JIGAWA,NG018,GAGARAWA,NG018007,1,True,71565,73617,145182,13870,11226,8365,7531,6391,5339,4604,3420,3049,2016,1908,944,1102,540,633,284,343,15050,11921,8989,7304,5315,4815,4647,3803,3369,2146,2165,1064,1178,531,722,259,339,28920,23147,17354,14835,11706,10154,9251,7223,6418,4162,4073,2008,2280,1071,1355,543,682
NGA,NIGERIA,,JIGAWA,NG018,GARKI,NG018008,1,True,92054,91315,183369,17825,14109,9924,8848,8175,6924,6596,4378,4510,2377,2722,1307,1699,729,1099,347,485,19718,14437,10292,8035,5821,5226,6281,4532,4831,2771,3247,1361,2064,616,1342,302,439,37543,28546,20216,16883,13996,12150,12877,8910,9341,5148,5969,2668,3763,1345,2441,649,924
NGA,NIGERIA,,JIGAWA,NG018,GUMEL,NG018009,1,True,90631,97354,187985,18120,13925,11017,9560,7840,6651,5525,4304,3647,2575,2429,1199,1487,635,896,469,352,19010,14801,11967,10043,8438,7220,6261,4993,4073,2932,2624,1292,1464,730,774,410,322,37130,28726,22984,19603,16278,13871,11786,9297,7720,5507,5053,2491,2951,1365,1670,879,674
NGA,NIGERIA,,JIGAWA,NG018,GURI,NG018010,1,True,77003,82246,159249,14653,12224,9179,7964,6828,5572,4945,3450,3466,1982,2238,995,1421,582,863,266,375,16281,13235,9888,8512,6025,5055,5330,3955,3900,2321,2675,1176,1547,669,999,303,375,30934,25459,19067,16476,12853,10627,10275,7405,7366,4303,4913,2171,2968,1251,1862,569,750
NGA,NIGERIA,,JIGAWA,NG018,GWARAM,NG018011,1,True,160370,166360,326730,31485,24795,18839,17218,14208,11422,10143,7361,6918,4415,4177,2487,2449,1514,1519,762,658,34852,26367,20706,16725,11864,10552,10132,8275,7136,5097,4529,2888,2611,1547,1641,794,644,66337,51162,39545,33943,26072,21974,20275,15636,14054,9512,8706,5375,5060,3061,3160,1556,1302
NGA,NIGERIA,,JIGAWA,NG018,GWIWA,NG018012,1,True,122990,124933,247923,23418,18830,15098,12390,10779,9092,7945,5950,5380,3390,3293,1935,2052,1240,1216,456,526,24962,20394,15452,12394,9012,7075,7715,6481,6057,4089,3707,1999,2074,989,1448,556,529,48380,39224,30550,24784,19791,16167,15660,12431,11437,7479,7000,3934,4126,2229,2664,1012,1055
NGA,NIGERIA,,JIGAWA,NG018,HADEJIA,NG018013,1,True,69944,76340,146284,14044,10554,8583,7451,6049,5037,4224,3275,2823,1926,1962,1039,1129,525,693,279,351,15016,11613,9955,8419,6254,5227,4579,3823,3141,2344,1955,1117,1073,641,714,219,250,29060,22167,18538,15870,12303,10264,8803,7098,5964,4270,3917,2156,2202,1166,1407,498,601
NGA,NIGERIA,,JIGAWA,NG018,JAHUN,NG018014,1,True,137998,135360,273358,26393,21828,14840,14615,12776,10310,9768,6134,6436,3039,3894,1787,2574,1017,1500,455,632,29276,22568,14526,11509,8004,7821,9519,7099,7403,3786,4696,1980,3060,974,1895,525,719,55669,44396,29366,26124,20780,18131,19287,13233,13839,6825,8590,3767,5634,1991,3395,980,1351
NGA,NIGERIA,,JIGAWA,NG018,KAFIN HAUSA,NG018015,1,True,198941,203255,402196,37636,29657,23551,20847,17557,14494,13127,9749,9188,5670,5709,2977,3700,1605,1875,793,806,40847,32300,25111,20320,14717,12522,12992,10142,9597,6111,6364,2813,3501,1488,2534,898,998,78483,61957,48662,41167,32274,27016,26119,19891,18785,11781,12073,5790,7201,3093,4409,1691,1804
NGA,NIGERIA,,JIGAWA,NG018,KAUGAMA,NG018016,1,True,74737,75315,150052,14187,12515,8702,7133,6656,5421,5067,3410,3462,1776,2020,968,1378,574,880,248,340,15350,12785,9008,7057,4898,4515,4809,3748,3714,2131,2435,1140,1481,656,934,320,334,29537,25300,17710,14190,11554,9936,9876,7158,7176,3907,4455,2108,2859,1230,1814,568,674
NGA,NIGERIA,,JIGAWA,NG018,KAZAURE,NG018017,1,True,136204,143737,279941,26694,20324,16617,15285,11881,9843,8180,6453,5625,3935,3744,1913,2163,1147,1330,511,559,28600,22686,18069,15100,11371,9701,8588,7301,6251,4484,4011,2132,2128,970,1286,531,528,55294,43010,34686,30385,23252,19544,16768,13754,11876,8419,7755,4045,4291,2117,2616,1042,1087
NGA,NIGERIA,,JIGAWA,NG018,KIRI KASAMMA,NG018018,1,True,131963,138570,270533,25011,20299,15468,14368,12188,9708,8607,6250,5540,3525,3487,2110,2246,991,1205,446,514,27861,22456,16844,13983,9997,8719,9002,7008,6531,4308,4194,1883,2417,919,1404,460,584,52872,42755,32312,28351,22185,18427,17609,13258,12071,7833,7681,3993,4663,1910,2609,906,1098
NGA,NIGERIA,,JIGAWA,NG018,KIYAWA,NG018019,1,True,119342,123205,242547,22934,19032,13002,11250,10502,8705,8389,5524,5838,2917,3500,1796,2369,1108,1438,468,570,28255,19387,14161,10981,6726,6853,8072,6123,6446,3305,4235,1923,2854,1047,1703,506,628,51189,38419,27163,22231,17228,15558,16461,11647,12284,6222,7735,3719,5223,2155,3141,974,1198
NGA,NIGERIA,,JIGAWA,NG018,MAIGATARI,NG018020,1,True,125753,129977,255730,23926,19961,14968,12875,11148,9352,8315,5976,5530,3323,3443,1561,2212,976,1113,540,534,26056,21279,16104,13252,9365,8113,8078,6498,6039,3994,3869,1828,2264,925,1347,423,543,49982,41240,31072,26127,20513,17465,16393,12474,11569,7317,7312,3389,4476,1901,2460,963,1077
NGA,NIGERIA,,JIGAWA,NG018,MALAM MADORI,NG018021,1,True,112779,121591,234370,21958,17957,13494,12573,9503,8355,7279,5145,4689,2711,2970,1496,1761,880,1124,443,441,23939,19332,14900,13484,9416,7697,7303,6060,5510,3640,3407,1936,2079,826,1207,414,441,45897,37289,28394,26057,18919,16052,14582,11205,10199,6351,6377,3432,3840,1706,2331,857,882
NGA,NIGERIA,,JIGAWA,NG018,MIGA,NG018022,1,True,76886,75173,152059,14885,12441,8747,7685,6792,5757,5280,3513,3557,1891,2241,932,1247,502,706,279,431,15567,12444,8786,7186,5199,4337,5018,3760,3712,2098,2534,939,1505,516,903,265,404,30452,24885,17533,14871,11991,10094,10298,7273,7269,3989,4775,1871,2752,1018,1609,544,835
NGA,NIGERIA,,JIGAWA,NG018,RINGIM,NG018023,1,True,102722,101327,204049,19214,15905,11132,9854,8949,7499,7224,4773,5120,2784,3213,1705,2155,723,1432,426,614,20352,16274,11535,9339,6642,6003,6614,4907,5319,2997,3734,1708,2464,877,1521,467,574,39566,32179,22667,19193,15591,13502,13838,9680,10439,5781,6947,3413,4619,1600,2953,893,1188
