ISO3,ADM0_NAME,ADM0_PCODE,ADM1_NAME,ADM1_PCODE,ADM2_NAME,ADM2_PCODE,UNIQUE,NESTING,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
NGA,NIGERIA,,KANO,NG020,DAWAKIN TOFA,NG020010,1,True,163855,173783,337638,32777,25312,19429,18065,13816,11622,9911,7475,6983,4364,4345,2541,2677,1313,1819,653,753,35002,28164,22798,19718,12933,10702,9722,8218,7235,4944,4597,2691,2774,1237,1739,642,667,67779,53476,42227,37783,26749,22324,19633,15693,14218,9308,8942,5232,5451,2550,3558,1295,1420
NGA,NIGERIA,,KANO,NG020,DOGUWA,NG020011,1,True,114026,123100,237126,22197,18429,13370,12035,10158,8654,7225,5193,4654,2869,2797,1752,1619,930,1064,560,520,24584,19924,16179,13340,9182,7830,7236,6048,5236,3470,3223,1892,1877,921,1180,525,453,46781,38353,29549,25375,19340,16484,14461,11241,9890,6339,6020,3644,3496,1851,2244,1085,973
NGA,NIGERIA,,KANO,NG020,FAGGE,NG020012,1,True,150823,195680,346503,26788,21144,19593,16416,14571,12458,9707,7954,6398,4439,3513,2435,1906,1080,1240,553,628,28398,23073,24110,23104,19267,17267,14657,12422,9789,7599,5062,4410,2464,1925,1105,583,445,55186,44217,43703,39520,33838,29725,24364,20376,16187,12038,8575,6845,4370,3005,2345,1136,1073
NGA,NIGERIA,,KANO,NG020,GABASAWA,NG020013,1,True,124201,130126,254327,24640,19246,14410,12369,10569,9034,7821,6078,5559,3564,3661,1749,1984,937,1506,503,571,26352,20820,16291,14552,9783,8015,7613,6227,5619,3756,3836,1728,2308,886,1343,420,577,50992,40066,30701,26921,20352,17049,15434,12305,11178,7320,7497,3477,4292,1823,2849,923,1148
NGA,NIGERIA,,KANO,NG020,GARKO,NG020014,1,True,104405,107606,212011,20299,16262,12250,10176,9193,7592,6887,5077,4774,2805,2931,1476,1766,819,1113,500,485,21396,17670,13757,11098,7531,6442,6515,5224,4905,3120,3339,1595,1948,832,1232,533,469,41695,33932,26007,21274,16724,14034,13402,10301,9679,5925,6270,3071,3714,1651,2345,1033,954
NGA,NIGERIA,,KANO,NG020,Garum Mallam,NG020015,1,True,69523,106667,176190,12632,10408,7739,7437,6433,5217,4766,3333,3228,1879,2029,1067,1225,591,892,275,372,13906,11749,10654,10861,9897,9139,10517,7168,6956,3578,3983,2299,2483,1079,1273,572,553,26538,22157,18393,18298,16330,14356,15283,10501,10184,5457,6012,3366,3708,1670,2165,847,925
NGA,NIGERIA,,KANO,NG020,GAYA,NG020016,1,True,140749,145577,286326,27039,23012,16482,13355,12014,10228,9338,6526,6556,3522,4119,1944,2587,1169,1642,577,639,29023,24241,18644,15150,9679,8612,8738,7057,6775,4032,4521,2303,2741,1222,1653,598,588,56062,47253,35126,28505,21693,18840,18076,13583,13331,7554,8640,4247,5328,2391,3295,1175,1227
NGA,NIGERIA,,KANO,NG020,GEZAWA,NG020017,1,True,220332,228668,449000,42970,33459,26679,26179,18524,15702,13259,10294,8897,5982,5964,3056,3389,1877,2072,947,1082,45613,36682,29440,24110,17468,14804,13514,11433,9928,7023,6419,3272,3363,1639,2192,891,877,88583,70141,56119,50289,35992,30506,26773,21727,18825,13005,12383,6328,6752,3516,4264,1838,1959
NGA,NIGERIA,,KANO,NG020,GWALE,NG020018,1,True,187350,303272,490622,37177,28304,24111,21803,17739,14126,10341,8058,6866,4584,4123,2850,2480,1376,1791,736,885,41970,43890,52578,49390,32735,22451,15987,12278,9271,6618,4634,4060,2484,2107,1357,883,579,79147,72194,76689,71193,50474,36577,26328,20336,16137,11202,8757,6910,4964,3483,3148,1619,1464
NGA,NIGERIA,,KANO,NG020,GWARZO,NG020019,1,True,119369,128021,247390,24380,18571,13821,12442,10410,8800,7217,5661,4927,3192,3218,1698,1994,819,1205,487,527,26522,20053,15780,13466,9718,8678,7677,6370,5475,3755,3372,2109,1956,923,1194,454,519,50902,38624,29601,25908,20128,17478,14894,12031,10402,6947,6590,3807,3950,1742,2399,941,1046
NGA,NIGERIA,,KANO,NG020,KABO,NG020020,1,True,102977,123698,226675,20136,16617,11325,10393,9125,7818,6688,4665,4497,2621,2847,1311,1926,896,1183,451,478,22242,20392,18006,15781,10305,7742,6675,5369,4835,2975,3041,1621,1803,920,1105,417,469,42378,37009,29331,26174,19430,15560,13363,10034,9332,5596,5888,2932,3729,1816,2288,868,947
NGA,NIGERIA,,KANO,NG020,KANO MUNICIPAL,NG020021,1,True,120022,175583,295605,21346,17130,16353,13945,9572,7911,6623,5665,5307,3715,3377,2644,2085,1388,1464,725,772,23480,22844,27054,27441,20101,14013,9683,7393,6218,4605,3380,3297,1935,1764,1129,784,462,44826,39974,43407,41386,29673,21924,16306,13058,11525,8320,6757,5941,4020,3152,2593,1509,1234
NGA,NIGERIA,,KANO,NG020,KARAYE,NG020022,1,True,101408,101270,202678,20247,16885,11580,10437,8844,7318,6610,4454,4285,2306,2647,1316,1695,798,1084,413,489,20963,17206,13383,10182,6699,5849,5796,4770,4544,2814,2952,1657,1764,781,1062,406,442,41210,34091,24963,20619,15543,13167,12406,9224,8829,5120,5599,2973,3459,1579,2146,819,931
NGA,NIGERIA,,KANO,NG020,KIBIYA,NG020023,1,True,103757,109390,213147,20573,16588,11939,10672,8856,7636,6533,4768,4468,2964,2844,1471,1646,735,1060,389,615,22132,18409,14261,11527,8004,6658,6423,5316,4643,3137,2954,1507,1664,735,1096,380,544,42705,34997,26200,22199,16860,14294,12956,10084,9111,6101,5798,2978,3310,1470,2156,769,1159
NGA,NIGERIA,,KANO,NG020,KIRU,NG020024,1,True,187418,209731,397149,37508,30066,22238,18734,15818,13549,11642,8843,7869,5172,5122,2584,3056,1497,2130,696,894,39861,34243,29441,25141,16270,12591,11701,9688,8379,5895,5483,3123,2966,1392,1875,838,844,77369,64309,51679,43875,32088,26140,23343,18531,16248,11067,10605,5707,6022,2889,4005,1534,1738
NGA,NIGERIA,,KANO,NG020,KUMBOTSO,NG020025,1,True,195126,258147,453273,40144,29701,22871,21002,19320,15524,11584,8613,7357,4517,4336,2995,2445,1589,1697,687,744,44266,37609,36949,32508,22779,19191,16594,13444,10345,7212,5089,4086,3152,1814,1509,942,658,84410,67310,59820,53510,42099,34715,28178,22057,17702,11729,9425,7081,5597,3403,3206,1629,1402
NGA,NIGERIA,,KANO,NG020,KUNCHI,NG020026,1,True,80607,80897,161504,15481,12311,9448,7820,6643,5699,5338,3957,3815,2319,2442,1210,1590,669,937,465,463,16806,13161,9943,7835,5570,4865,4876,3785,3846,2478,2682,1170,1520,631,948,355,426,32287,25472,19391,15655,12213,10564,10214,7742,7661,4797,5124,2380,3110,1300,1885,820,889
NGA,NIGERIA,,KANO,NG020,KURA,NG020027,1,True,97847,114689,212536,18753,15272,11790,10592,8649,7029,6114,4484,4263,2510,2685,1346,1506,784,1141,397,532,20736,17827,16593,14667,9469,7131,6473,5080,4658,3055,3102,1517,1708,731,1054,390,498,39489,33099,28383,25259,18118,14160,12587,9564,8921,5565,5787,2863,3214,1515,2195,787,1030
NGA,NIGERIA,,KANO,NG020,MADOBI,NG020028,1,True,100897,108354,209251,20483,15583,11561,10289,8533,7406,6285,4701,4283,2768,2745,1670,1727,780,1138,355,590,22189,17694,14000,12053,8182,6688,6149,5100,4463,3171,2925,1520,1512,816,1005,385,502,42672,33277,25561,22342,16715,14094,12434,9801,8746,5939,5670,3190,3239,1596,2143,740,1092
NGA,NIGERIA,,KANO,NG020,MAKODA,NG020029,1,True,192265,192925,385190,37830,30044,22066,19101,16346,14096,12511,9395,8657,5091,5589,2717,3285,1592,2198,886,861,40209,31373,23443,18842,13485,11417,11574,9497,9158,5940,6103,2926,3722,1555,2203,712,766,78039,61417,45509,37943,29831,25513,24085,18892,17815,11031,11692,5643,7007,3147,4401,1598,1627
NGA,NIGERIA,,KANO,NG020,MINJIBIR,NG020030,1,True,152314,148427,300741,29601,24501,16971,15531,12814,10933,9778,7243,6854,3955,4304,2323,2736,1402,1896,677,795,31593,24329,17114,13941,9506,8951,8825,7518,6987,4638,4658,2875,2878,1406,1882,669,657,61194,48830,34085,29472,22320,19884,18603,14761,13841,8593,8962,5198,5614,2808,3778,1346,1452
NGA,NIGERIA,,KANO,NG020,NASSARAWA,NG020031,1,True,467494,565158,1032652,90480,72114,62452,48217,41026,35580,28051,22510,19499,12169,10890,7367,5979,3695,3676,1790,1999,96121,77751,76169,65530,50627,43578,35889,30486,24169,18639,14078,12616,7114,5568,3403,2078,1342,186601,149865,138621,113747,91653,79158,63940,52996,43668,30808,24968,19983,13093,9263,7079,3868,3341
NGA,NIGERIA,,KANO,NG020,RANO,NG020032,1,True,110725,117271,227996,22758,18114,12579,10723,9575,7966,7125,4973,4723,2921,3047,1408,1985,766,1196,386,480,23803,19607,14855,12378,8753,7248,6817,5687,5100,3338,3273,1664,1954,820,1112,392,470,46561,37721,27434,23101,18328,15214,13942,10660,9823,6259,6320,3072,3939,1586,2308,778,950
NGA,NIGERIA,,KANO,NG020,RIMIN GADO,NG020033,1,True,74289,79279,153568,14275,12133,8838,7649,6453,5227,4686,3371,3258,1876,2020,1185,1271,581,830,248,388,15190,13434,11236,8424,5658,4960,4476,3635,3439,2180,2323,1024,1330,573,764,298,335,29465,25567,20074,16073,12111,10187,9162,7006,6697,4056,4343,2209,2601,1154,1594,546,723
NGA,NIGERIA,,KANO,NG020,ROGO,NG020034,1,True,160428,159830,320258,32474,27590,17457,16671,15323,11735,10243,6529,6457,3219,4100,1910,2596,1121,1730,552,721,33890,27267,19692,15207,10138,9824,10289,7858,7353,4017,4764,2434,2855,1193,1732,586,731,66364,54857,37149,31878,25461,21559,20532,14387,13810,7236,8864,4344,5451,2314,3462,1138,1452
NGA,NIGERIA,,KANO,NG020,SHANONO,NG020035,1,True,100801,97951,198752,20187,15716,12151,10819,8665,7434,6295,4470,4211,2507,2697,1355,1610,794,1023,444,423,21456,16246,11659,9341,6396,5958,6027,4884,4406,2920,2852,1531,1628,748,1059,377,463,41643,31962,23810,20160,15061,13392,12322,9354,8617,5427,5549,2886,3238,1542,2082,821,886
NGA,NIGERIA,,KANO,NG020,SUMAILA,NG020036,1,True,165935,166715,332650,31814,27049,18389,17042,15094,12151,11294,7590,7539,4238,4637,2100,2692,1139,1651,709,807,33630,27255,19696,16312,11563,10286,10779,8277,8184,4829,5460,2420,3097,1282,2048,751,846,65444,54304,38085,33354,26657,22437,22073,15867,15723,9067,10097,4520,5789,2421,3699,1460,1653
NGA,NIGERIA,,KANO,NG020,TAKAI,NG020037,1,True,138689,136560,275249,25481,22371,15638,13814,12949,10510,9535,6160,6437,3450,3909,1944,2420,1128,1564,614,765,27025,22408,16075,13293,9122,8601,9075,6772,6879,3787,4454,2189,2730,1186,1730,537,697,52506,44779,31713,27107,22071,19111,18610,12932,13316,7237,8363,4133,5150,2314,3294,1151,1462
NGA,NIGERIA,,KANO,NG020,TARAUNI,NG020038,1,True,171137,213031,384168,32430,25630,23625,18543,14804,12647,9884,8416,6875,4828,3844,2992,2224,1473,1492,718,712,33618,27588,31167,27246,20804,16788,13090,11359,8641,6815,4658,4691,2515,1910,1065,633,443,66048,53218,54792,45789,35608,29435,22974,19775,15516,11643,8502,7683,4739,3383,2557,1351,1155
NGA,NIGERIA,,KANO,NG020,TOFA,NG020039,1,True,64480,66288,130768,12702,10390,7707,6298,5477,4491,4059,2830,2853,1624,1956,924,1124,536,779,377,353,13451,11023,8567,6744,4630,4093,3929,3230,2789,1860,1871,1109,1138,596,674,299,285,26153,21413,16274,13042,10107,8584,7988,6060,5642,3484,3827,2033,2262,1132,1453,676,638
NGA,NIGERIA,,KANO,NG020,TSANYAWA,NG020040,1,True,112753,118478,231231,23082,17502,13494,11372,9368,8211,6885,5423,4640,3186,3085,1656,1817,821,1150,552,509,24709,19300,15566,12550,8805,7423,6620,5735,4946,3558,3223,1576,1701,701,1140,452,473,47791,36802,29060,23922,18173,15634,13505,11158,9586,6744,6308,3232,3518,1522,2290,1004,982
NGA,NIGERIA,,KANO,NG020,TUDUN WADA,NG020041,1,True,161464,160992,322456,31362,27196,17693,17234,14939,11837,10519,6843,7171,3735,4249,2104,2473,1085,1625,640,759,33277,27652,18871,15035,10484,9934,10474,8118,7806,4431,4983,2416,2966,1298,1864,631,752,64639,54848,36564,32269,25423,21771,20993,14961,14977,8166,9232,4520,5439,2383,3489,1271,1511
NGA,NIGERIA,,KANO,NG020,UNGOGO,NG020042,1,True,325243,366237,691480,67915,52021,39383,32544,29624,24124,19613,14459,13097,7546,7429,4679,4499,2530,3096,1298,1386,70503,55667,48401,39502,29240,25396,21258,18240,15789,10935,9531,7395,5627,3373,2881,1379,1120,138418,107688,87784,72046,58864,49520,40871,32699,28886,18481,16960,12074,10126,5903,5977,2677,2506
NGA,NIGERIA,,KANO,NG020,WARAWA,NG020043,1,True,91262,94252,185514,17176,14881,10213,8585,8180,6783,6458,4108,4488,2043,2641,1226,1728,804,1145,346,457,17619,16363,11621,9499,5862,5836,5806,4470,4565,2675,3259,1720,2036,878,1178,437,428,34795,31244,21834,18084,14042,12619,12264,8578,9053,4718,5900,2946,3764,1682,2323,783,885
NGA,NIGERIA,,KANO,NG020,WUDIL,NG020044,1,True,114953,131971,246924,21763,17878,13920,11261,9837,8368,7532,5506,5195,3032,3340,1733,2112,965,1397,518,596,22846,19462,17820,16255,11478,9089,7976,6362,5642,3614,3623,2069,2169,1248,1336,509,473,44609,37340,31740,27516,21315,17457,15508,11868,10837,6646,6963,3802,4281,2213,2733,1027,1069
NGA,NIGERIA,,KATSINA,NG021,BAKORI,NG021001,1,True,75187,71480,146667,14702,11943,9582,8898,6740,5230,4299,3080,2935,1826,1844,1032,1194,632,678,252,320,15285,11885,8388,6379,4712,4777,4786,3643,3175,2009,2040,1260,1184,620,710,332,295,29987,23828,17970,15277,11452,10007,9085,6723,6110,3835,3884,2292,2378,1252,1388,584,615
NGA,NIGERIA,,KATSINA,NG021,BATAGARAWA,NG021002,1,True,178375,188227,366602,35479,27237,21174,18927,16523,13284,11007,8263,7367,4877,4353,2726,2354,1780,1476,995,553,38595,29714,23145,18805,15550,12989,11532,9108,7973,5836,4940,2777,2908,1645,1392,737,581,74074,56951,44319,37732,32073,26273,22539,17371,15340,10713,9293,5503,5262,3425,2868,1732,1134
NGA,NIGERIA,,KATSINA,NG021,BATSARI,NG021003,1,True,130332,131923,262255,26681,20596,15471,13300,10961,9467,8011,6079,5386,3612,3390,1907,2050,999,1382,573,467,28219,21876,16083,12688,9283,8295,7850,6674,5803,3982,3671,2055,2138,1068,1214,584,440,54900,42472,31554,25988,20244,17762,15861,12753,11189,7594,7061,3962,4188,2067,2596,1157,907
NGA,NIGERIA,,KATSINA,NG021,BAURE,NG021004,1,True,150800,153080,303880,30666,22675,17938,15436,12681,10918,9187,7251,6208,4493,3926,2627,2518,1295,1449,952,580,32021,24210,19213,15663,11648,9896,9010,7693,6406,4836,4208,2320,2246,953,1384,770,603,62687,46885,37151,31099,24329,20814,18197,14944,12614,9329,8134,4947,4764,2248,2833,1722,1183
NGA,NIGERIA,,KATSINA,NG021,BINDAWA,NG021005,1,True,80627,84184,164811,16166,12353,9434,8222,7011,5872,5010,3888,3395,2320,2127,1271,1427,776,719,354,282,17392,13468,10591,8727,6146,5244,5011,4254,3623,2585,2473,1181,1268,775,871,312,263,33558,25821,20025,16949,13157,11116,10021,8142,7018,4905,4600,2452,2695,1551,1590,666,545
NGA,NIGERIA,,KATSINA,NG021,CHARANCHI,NG021006,1,True,87847,92374,180221,17790,13712,10361,8784,7472,6382,5614,4169,3675,2435,2256,1309,1426,918,900,360,284,19570,14915,11550,9234,6605,5743,5457,4594,4129,2840,2610,1374,1484,721,790,464,294,37360,28627,21911,18018,14077,12125,11071,8763,7804,5275,4866,2683,2910,1639,1690,824,578
NGA,NIGERIA,,KATSINA,NG021,DAN MUSA,NG021007,1,True,71707,75802,147509,14486,10966,8673,7402,6098,5241,4375,3464,3016,2030,1933,1116,1154,615,593,295,250,15335,12490,9525,7814,5735,4924,4460,3820,3148,2377,2097,1097,1242,600,583,278,277,29821,23456,18198,15216,11833,10165,8835,7284,6164,4407,4030,2213,2396,1215,1176,573,527
NGA,NIGERIA,,KATSINA,NG021,DANDUME,NG021008,1,True,90833,95531,186364,18445,14277,10539,10301,8237,6622,5628,4037,3614,2224,2239,1115,1275,736,757,483,304,19728,15903,12319,10027,7255,6205,5792,4474,3994,2625,2501,1287,1290,617,825,328,361,38173,30180,22858,20328,15492,12827,11420,8511,7608,4849,4740,2402,2565,1353,1582,811,665
NGA,NIGERIA,,KATSINA,NG021,DANJA,NG021009,1,True,68385,70960,139345,14169,10775,7880,6939,6073,5089,4202,3196,2709,1795,1809,917,1008,614,630,314,266,15074,11488,8952,6983,5204,4581,4256,3549,3019,2052,1953,1032,1089,593,608,258,269,29243,22263,16832,13922,11277,9670,8458,6745,5728,3847,3762,1949,2097,1207,1238,572,535
NGA,NIGERIA,,KATSINA,NG021,DAURA,NG021010,1,True,218596,232812,451408,43970,33067,26993,23037,18558,16119,13260,10528,8815,6412,5497,3830,3131,1806,1912,913,748,46550,35297,30332,26079,18547,15554,13852,11587,9640,7331,6081,3364,3381,1797,1931,801,688,90520,68364,57325,49116,37105,31673,27112,22115,18455,13743,11578,7194,6512,3603,3843,1714,1436
NGA,NIGERIA,,KATSINA,NG021,DUTSI,NG021011,1,True,76966,79970,156936,15546,11860,9159,7669,6436,5662,4720,3794,3161,2210,2113,1075,1354,840,732,390,245,17070,12894,9819,7804,5867,5055,4768,4030,3431,2526,2230,1179,1247,853,673,305,219,32616,24754,18978,15473,12303,10717,9488,7824,6592,4736,4343,2254,2601,1693,1405,695,464
NGA,NIGERIA,,KATSINA,NG021,DUTSIN-MA,NG021012,1,True,103869,113240,217109,20851,16316,12389,10566,9069,7464,6381,4896,4425,2870,2802,1430,1664,918,987,475,366,22400,17851,15165,11981,8584,7127,6758,5624,4833,3378,3101,1864,1783,964,980,515,332,43251,34167,27554,22547,17653,14591,13139,10520,9258,6248,5903,3294,3447,1882,1967,990,698
NGA,NIGERIA,,KATSINA,NG021,FASKARI,NG021013,1,True,155005,158493,313498,31060,23981,18976,17305,13586,11311,9283,7201,6083,4043,3964,2210,2195,1265,1305,640,597,33452,25121,20312,16328,11570,10243,9535,7952,6605,4760,4298,2401,2416,1088,1215,586,611,64512,49102,39288,33633,25156,21554,18818,15153,12688,8803,8262,4611,4611,2353,2520,1226,1208
NGA,NIGERIA,,KATSINA,NG021,FUNTUA,NG021014,1,True,136993,151747,288740,27437,21689,16907,14174,11761,9942,8091,6405,5593,3668,3458,2298,1952,1200,1258,536,624,29524,23825,20608,17408,11761,10106,8744,7326,6042,4462,3671,2633,2178,1251,1031,666,511,56961,45514,37515,31582,23522,20048,16835,13731,11635,8130,7129,4931,4130,2451,2289,1202,1135
NGA,NIGERIA,,KATSINA,NG021,INGAWA,NG021015,1,True,106255,110718,216973,20934,16148,12580,10959,9181,7896,6995,5115,4541,3039,2889,1558,1837,775,1040,376,392,23081,18222,13398,10692,7732,6774,6779,5732,5074,3585,3126,1871,1848,802,1057,525,420,44015,34370,25978,21651,16913,14670,13774,10847,9615,6624,6015,3429,3685,1577,2097,901,812
NGA,NIGERIA,,KATSINA,NG021,JIBIA,NG021016,1,True,95898,100054,195952,19789,15512,11350,9451,8029,6894,5818,4489,3966,2550,2542,1322,1482,788,980,525,411,21424,16516,12438,9750,7195,6216,5815,5012,4234,3070,2652,1653,1543,812,875,553,296,41213,32028,23788,19201,15224,13110,11633,9501,8200,5620,5194,2975,3025,1600,1855,1078,707
NGA,NIGERIA,,KATSINA,NG021,KAFUR,NG021017,1,True,139307,139905,279212,28477,22433,16490,13994,11881,10129,8539,6489,5792,3779,3364,2152,2339,1121,1228,516,584,30360,23339,17565,13995,9894,8701,8119,6684,5741,4170,3751,2144,2074,1111,1168,528,561,58837,45772,34055,27989,21775,18830,16658,13173,11533,7949,7115,4296,4413,2232,2396,1044,1145
NGA,NIGERIA,,KATSINA,NG021,KAITA,NG021018,1,True,138749,145733,284482,26686,21831,16056,14518,12519,10321,9334,6684,6056,3518,3439,1982,2282,1249,1270,516,488,32180,23974,16639,12917,9084,8881,9479,7543,7344,4432,4511,2324,2594,1174,1534,607,516,58866,45805,32695,27435,21603,19202,18813,14227,13400,7950,7950,4306,4876,2423,2804,1123,1004
NGA,NIGERIA,,KATSINA,NG021,KANKARA,NG021019,1,True,167930,169657,337587,33422,27189,20094,17644,14950,12632,10441,7485,6915,4204,4186,2295,2593,1205,1422,625,628,35964,28914,20881,16353,11716,10807,10395,8313,7146,4844,4705,2632,2788,1313,1610,621,655,69386,56103,40975,33997,26666,23439,20836,15798,14061,9048,8891,4927,5381,2518,3032,1246,1283
NGA,NIGERIA,,KATSINA,NG021,KANKIA,NG021020,1,True,95074,99233,194307,19335,14473,11108,9632,8600,7028,5961,4540,3975,2640,2436,1459,1484,765,864,426,348,21285,15873,11942,9510,7013,6264,6268,5169,4595,2997,2781,1535,1559,732,920,446,344,40620,30346,23050,19142,15613,13292,12229,9709,8570,5637,5217,2994,3043,1497,1784,872,692
NGA,NIGERIA,,KATSINA,NG021,KATSINA,NG021021,1,True,183968,210503,394471,36457,29458,24260,18374,15696,12925,10532,8424,7596,4883,4423,3052,2806,1606,1808,817,851,39818,32787,29783,23785,16659,13043,11706,10529,9230,6579,5135,3962,2763,1866,1403,894,561,76275,62245,54043,42159,32355,25968,22238,18953,16826,11462,9558,7014,5569,3472,3211,1711,1412
NGA,NIGERIA,,KATSINA,NG021,KURFI,NG021022,1,True,79020,81316,160336,16106,12679,9521,7777,6541,5652,4687,3725,3362,2192,2125,1204,1321,694,850,287,297,17188,13555,10519,8000,5650,5075,4701,4020,3334,2418,2181,1309,1302,628,799,401,236,33294,26234,20040,15777,12191,10727,9388,7745,6696,4610,4306,2513,2623,1322,1649,688,533
NGA,NIGERIA,,KATSINA,NG021,KUSADA,NG021023,1,True,60813,65408,126221,12586,9704,7316,5922,4987,4293,3721,2809,2498,1701,1635,824,1112,445,776,271,213,13656,11105,9019,6734,4405,3823,3817,3236,2763,1702,1711,907,986,430,549,264,301,26242,20809,16335,12656,9392,8116,7538,6045,5261,3403,3346,1731,2098,875,1325,535,514
NGA,NIGERIA,,KATSINA,NG021,MAI'ADUA,NG021024,1,True,125647,131610,257257,25458,18858,15269,12753,10287,9020,7600,6220,5231,3763,3174,2357,2000,1371,1334,482,470,26972,20612,16958,14432,10505,8403,7514,6443,5330,4059,3355,2044,2029,920,1077,497,460,52430,39470,32227,27185,20792,17423,15114,12663,10561,7822,6529,4401,4029,2291,2411,979,930
NGA,NIGERIA,,KATSINA,NG021,MALUMFASHI,NG021025,1,True,90785,93448,184233,18573,14440,10677,9271,8165,6599,5298,3991,3795,2191,2463,1414,1579,723,880,326,400,19702,14904,11741,8870,6459,6439,5857,4955,3948,2683,2447,1597,1460,802,842,377,365,38275,29344,22418,18141,14624,13038,11155,8946,7743,4874,4910,3011,3039,1525,1722,703,765
NGA,NIGERIA,,KATSINA,NG021,MANI,NG021026,1,True,110932,111339,222271,22645,17986,12731,10589,9394,8075,6979,5295,4845,2896,3069,1592,1977,859,1199,388,413,24521,18601,13171,10199,7254,6333,6594,5622,5006,3490,3376,1955,2124,1099,1155,500,339,47166,36587,25902,20788,16648,14408,13573,10917,9851,6386,6445,3547,4101,1958,2354,888,752
NGA,NIGERIA,,KATSINA,NG021,MASHI,NG021027,1,True,112626,109424,222050,22835,18308,12301,10572,9675,8443,7385,5301,4826,2945,2996,1765,1954,1038,1225,674,383,24632,18288,11957,9298,6746,6627,6880,5854,5256,3447,3283,1917,1912,1129,1235,585,378,47467,36596,24258,19870,16421,15070,14265,11155,10082,6392,6279,3682,3866,2167,2460,1259,761
NGA,NIGERIA,,KATSINA,NG021,MATAZU,NG021028,1,True,75108,77386,152494,14719,11713,8857,8010,6746,5552,4713,3503,3186,1933,1932,1082,1178,582,755,340,307,15973,12388,9678,7564,5289,5038,5018,4003,3546,2128,2219,1246,1317,597,752,307,323,30692,24101,18535,15574,12035,10590,9731,7506,6732,4061,4151,2328,2495,1179,1507,647,630
NGA,NIGERIA,,KATSINA,NG021,MUSAWA,NG021029,1,True,156904,160847,317751,31137,24643,19055,16747,13835,11242,9870,7074,6665,4009,4213,1929,2469,1208,1465,691,652,33577,26675,20118,15586,11292,10122,9913,8042,7152,4786,4587,2310,2653,1188,1620,631,595,64714,51318,39173,32333,25127,21364,19783,15116,13817,8795,8800,4239,5122,2396,3085,1322,1247
NGA,NIGERIA,,KATSINA,NG021,RIMI,NG021030,1,True,101037,101685,202722,20711,16083,11238,10476,8835,7200,6332,4412,4519,2487,2937,1361,1825,728,1040,435,418,21955,16835,11593,9167,6807,6103,6378,5365,4923,3091,3182,1712,1839,812,1076,476,371,42666,32918,22831,19643,15642,13303,12710,9777,9442,5578,6119,3073,3664,1540,2116,911,789
NGA,NIGERIA,,KATSINA,NG021,SABUWA,NG021031,1,True,110145,116727,226872,22119,17353,13247,11870,9724,8119,6645,5263,4277,2826,2572,1797,1708,951,901,387,386,24255,19169,15492,12416,8449,7401,6815,5606,4797,3335,3049,1674,1502,841,1069,497,360,46374,36522,28739,24286,18173,15520,13460,10869,9074,6161,5621,3471,3210,1792,1970,884,746
NGA,NIGERIA,,KATSINA,NG021,SAFANA,NG021032,1,True,119231,122128,241359,24287,18864,14218,12423,10309,8673,7403,5565,4838,3064,2904,1910,1990,982,993,399,409,25764,19924,15302,12096,8854,7620,7498,6054,5344,3699,3407,1770,1937,903,1040,526,390,50051,38788,29520,24519,19163,16293,14901,11619,10182,6763,6311,3680,3927,1885,2033,925,799
NGA,NIGERIA,,KATSINA,NG021,SANDAMU,NG021033,1,True,137425,137479,274904,26910,19961,17099,15363,10902,9794,8435,6739,5481,3999,3197,3050,2641,1546,859,998,451,28395,21390,17300,14093,10758,9163,8152,6438,5810,4474,3226,2679,2169,1121,977,821,513,55305,41351,34399,29456,21660,18957,16587,13177,11291,8473,6423,5729,4810,2667,1836,1819,964
NGA,NIGERIA,,KATSINA,NG021,ZANGO,NG021034,1,True,113745,119918,233663,22011,17615,13507,11846,10119,8595,7261,5476,4817,3284,3156,1359,1931,1033,880,370,485,24845,19200,14758,11910,8659,7693,7406,6304,5520,3662,3423,1676,1940,780,1226,498,418,46856,36815,28265,23756,18778,16288,14667,11780,10337,6946,6579,3035,3871,1813,2106,868,903
NGA,NIGERIA,,KEBBI,NG022,Aleiro,NG022001,1,True,46578,49503,96081,9156,7892,5702,4705,3838,3450,2956,2147,1925,1156,1150,620,772,394,393,182,140,9674,8213,6661,5219,3626,3169,3014,2415,2084,1320,1312,852,869,438,389,146,102,18830,16105,12363,9924,7464,6619,5970,4562,4009,2476,2462,1472,1641,832,782,328,242
